,act,char,title
1,Catherine Zeta-Jones,Marylin,Intolerable Cruelty
2,Geoffrey Rush,Donovan Donaly,Intolerable Cruelty
3,Cedric the Entertainer,Gus Petch,Intolerable Cruelty
4,Edward Herrmann,Rex Rexroth,Intolerable Cruelty
5,Paul Adelstein,Wrigley,Intolerable Cruelty
6,Richard Jenkins,Freddy Bender,Intolerable Cruelty
7,Billy Bob Thornton,Howard D. Doyle,Intolerable Cruelty
8,Julia Duffy,Sarah Sorkin,Intolerable Cruelty
9,Jonathan Hadary,"Heinz, the Baron Krauss von Espy",Intolerable Cruelty
10,Tom Aldredge,Herb Myerson,Intolerable Cruelty
11,Stacey Travis,Bonnie Donaly,Intolerable Cruelty
12,Jack Kyle,Ollie Olerud,Intolerable Cruelty
13,Irwin Keyes,Wheezy Joe,Intolerable Cruelty
14,Judith Drake,Mrs. Gutman,Intolerable Cruelty
15,George Ives,Mrs. Gutman's Lawyer,Intolerable Cruelty
16,Booth Colman,Gutman Trial Judge,Intolerable Cruelty
17,Kristin Dattilo,Rex's Young Woman,Intolerable Cruelty
18,Wendle Josepher,Miles' Receptionist,Intolerable Cruelty
19,Mary Pat Gleason,Nero's Waitress,Intolerable Cruelty
20,Mia Cottet,Ramona Barcelona,Intolerable Cruelty
21,Kiersten Warren,Claire O'Mara,Intolerable Cruelty
22,Rosey Brown,Gus's Pal,Intolerable Cruelty
23,Ken Sagoes,Gus's Pal,Intolerable Cruelty
24,Dale E. Turner,Gus's Pal,Intolerable Cruelty
25,Douglas Fisher,Maitre d',Intolerable Cruelty
26,Nicholas Shaffer,Waiter,Intolerable Cruelty
27,Isabell O'Connor,Judge Marva Munson,Intolerable Cruelty
28,Mary Gillis,Court Reporter,Intolerable Cruelty
29,Colin Linden,Father Scott,Intolerable Cruelty
30,Julie Osburn,Stewardess,Intolerable Cruelty
31,Gary Marshal,Las Vegas Waiter,Intolerable Cruelty
32,Blake Clark,Convention Secretary,Intolerable Cruelty
33,Allan Trautman,Convention Lawyer,Intolerable Cruelty
34,Kate Luyben,Santa Fe Tart,Intolerable Cruelty
35,Kitana Baker,Santa Fe Tart,Intolerable Cruelty
36,Camille Anderson,Santa Fe Tart,Intolerable Cruelty
37,Tamie Sheffield,Santa Fe Tart,Intolerable Cruelty
38,Bridget Marquardt,Santa Fe Tart,Intolerable Cruelty
39,Emma Harrison,Santa Fe Tart,Intolerable Cruelty
40,John Bliss,Mr. MacKinnon,Intolerable Cruelty
41,Patrick Thomas O'Brien,Bailiff,Intolerable Cruelty
42,Sean Fenton,Bailiff,Intolerable Cruelty
43,Royce D. Applegate,Mr. Gutman,Intolerable Cruelty
44,Justine Baker,Wedding Guest,Intolerable Cruelty
45,Bruce Campbell,Soap Opera Actor on TV,Intolerable Cruelty
46,Barbara Kerr Condon,Herb Myerson's Private Nurse,Intolerable Cruelty
47,Jason De Hoyos,Gardener,Intolerable Cruelty
48,Larry Vigus,Lawyer,Intolerable Cruelty
49,Susan Yeagley,Tart #1,Intolerable Cruelty
0,Joaquin Phoenix,Doug Holt,Inventing the Abbotts
1,Billy Crudup,Jacey Holt,Inventing the Abbotts
2,Will Patton,Lloyd Abbott,Inventing the Abbotts
3,Kathy Baker,Helen Holt,Inventing the Abbotts
4,Jennifer Connelly,Eleanor Abbott,Inventing the Abbotts
5,Michael Sutton,Steve,Inventing the Abbotts
6,Liv Tyler,Pamela Abbott,Inventing the Abbotts
7,Joanna Going,Alice Abbott,Inventing the Abbotts
8,Barbara Williams,Joan Abbott,Inventing the Abbotts
9,Alessandro Nivola,Peter Vanlaningham,Inventing the Abbotts
10,Nicole M. Vassallo,Giggling Girl #1,Inventing the Abbotts
11,Amanda Sherman,Giggling Girl #2,Inventing the Abbotts
12,Shawn Hatosy,Victor,Inventing the Abbotts
13,Garrett M. Brown,Webb Crosby,Inventing the Abbotts
14,Julie Benz,Co-ed,Inventing the Abbotts
15,Zoe McLellan,Sandy,Inventing the Abbotts
16,David Frazier,Ted,Inventing the Abbotts
17,Margaret Ash,Store Clerk,Inventing the Abbotts
18,Clive Rosengren,Principal,Inventing the Abbotts
19,Susan Barnes,Mrs. Porter,Inventing the Abbotts
20,Andrea Post,Waitress,Inventing the Abbotts
21,Jack Cummins,Funeral Director,Inventing the Abbotts
22,David Heckendorn,Pre-Record Singer,Inventing the Abbotts
23,Janette Andrade,Socialite,Inventing the Abbotts
24,Jana Rains Austinson,Dancer,Inventing the Abbotts
25,Michael Keaton,Narrator,Inventing the Abbotts
26,Guy Kochlani,Student,Inventing the Abbotts
27,Dayna Price,Susie Jacobs,Inventing the Abbotts
28,Sean St. Heart,Mike,Inventing the Abbotts
29,Joseph Benjamin Stewart,Dancer,Inventing the Abbotts
30,Anne Zogby,Party Guest,Inventing the Abbotts
0,Ricky Gervais,Mark Bellison,The Invention of Lying
1,Jennifer Garner,Anna McDoogles,The Invention of Lying
2,Jonah Hill,Frank,The Invention of Lying
3,Louis C.K.,Greg,The Invention of Lying
4,Jeffrey Tambor,Anthony,The Invention of Lying
5,Fionnula Flanagan,Martha Bellison,The Invention of Lying
6,Rob Lowe,Brad Kessler,The Invention of Lying
7,Tina Fey,Shelley,The Invention of Lying
8,Donna Sorbello,Anna's Mother,The Invention of Lying
9,Stephanie March,Blonde,The Invention of Lying
10,Ruben Santiago-Hudson,Landlord,The Invention of Lying
11,John Hodgman,Wedding Overseer,The Invention of Lying
12,Nate Corddry,News Reporter,The Invention of Lying
13,Jimmi Simpson,Bob,The Invention of Lying
14,Martin Starr,Waiter #1,The Invention of Lying
15,Jason Bateman,Doctor,The Invention of Lying
16,Christopher Guest,Nathan Goldfrappe,The Invention of Lying
17,Alton Fitzgerald White,Angelo Badsmith,The Invention of Lying
18,Philip Seymour Hoffman,Jim the Bartender,The Invention of Lying
19,Edward Norton,Cop,The Invention of Lying
20,Roz Ryan,Nurse #1,The Invention of Lying
21,Michael Patrick Gough,Homeless Man,The Invention of Lying
22,Arnie Burton,Waiter at Fancy Restaurant,The Invention of Lying
23,Ashlie Atkinson,Bank Teller,The Invention of Lying
24,Bobby Moynihan,Assistant,The Invention of Lying
25,Shaun Williamson,Richard Bellison,The Invention of Lying
26,Stephen Merchant,Man at the Door,The Invention of Lying
27,Cole Jensen,Short Fat Brian,The Invention of Lying
28,Conner Rayburn,Son,The Invention of Lying
29,Lisa Paige Robinson,Arguing Girlfriend,The Invention of Lying
30,Matt Stadelmann,Arguing Boyfriend,The Invention of Lying
31,Jared Voss,Person #1,The Invention of Lying
32,Jessica Baade,Person #2,The Invention of Lying
33,Elena Wohl,Person #3,The Invention of Lying
34,Matthew Robinson,Person #4,The Invention of Lying
35,Donald Foley,Yelling Man,The Invention of Lying
36,Patrick Shea,Man #7,The Invention of Lying
37,Joe Stapleton,Man #8,The Invention of Lying
38,Dennis Lemoine,Young Man,The Invention of Lying
39,Lance Norris,Man #1,The Invention of Lying
40,Joe Wong,Man #2,The Invention of Lying
41,Collin Knight,Man #3,The Invention of Lying
42,Eric André,Man #4,The Invention of Lying
43,Gene Amoroso,Man #5,The Invention of Lying
44,Armen Garo,Man #6,The Invention of Lying
45,Dreama Walker,Receptionist,The Invention of Lying
46,Brigid O'Connor,Woman #1,The Invention of Lying
47,Christine Mascott,Woman #2,The Invention of Lying
48,Ellen Colton,Woman #3,The Invention of Lying
49,Layla Hosseini,Woman #4,The Invention of Lying
50,Erica Newhall,Woman #5,The Invention of Lying
51,Nydia Calon,Woman #6,The Invention of Lying
52,Hope Farley,Woman #7,The Invention of Lying
53,Paul Donlon,Elderly #1,The Invention of Lying
54,Mauriel Gould,Elderly #2,The Invention of Lying
55,Mary Klug,Elderly #3,The Invention of Lying
56,Rachel Harker,Woman in Business Suit,The Invention of Lying
57,Brett Cramp,Crying Man,The Invention of Lying
58,Toni Saladna,Cocktail Waitress,The Invention of Lying
59,Guy Strauss,Pit Man,The Invention of Lying
60,Nick Towne,Roulette Dealer,The Invention of Lying
61,Tate Ellington,Waiter #2,The Invention of Lying
62,Luz Alexandra Ramos,Chip Woman,The Invention of Lying
63,Ken Cheeseman,Shouting Man,The Invention of Lying
64,David Pittu,Tour Guide,The Invention of Lying
65,Nada Despotovich,Nurse #2,The Invention of Lying
66,Danielle Perry,Hostess in La Bonisera,The Invention of Lying
67,Joseph Badalucco Jr.,Blue Collar Guy,The Invention of Lying
68,Douglass Bowen Flynn,Tourist #1,The Invention of Lying
69,Celeste Oliva,Secretary,The Invention of Lying
70,Jake Watkins,Bully Kid,The Invention of Lying
71,Valerie Hager,Talking Head Woman,The Invention of Lying
72,Alison Quinn,Talking Head Woman,The Invention of Lying
73,Mitchell Roche,Talking Head Man,The Invention of Lying
74,Jason Amherst,Studio Tourist,The Invention of Lying
75,Ellen Becker-Gray,Woman Flirting with Mark,The Invention of Lying
76,Loraine Calderon,Nurse-Nursing home,The Invention of Lying
77,Shannon Carter,Speech Attendee,The Invention of Lying
78,Chemi Che-Mponda,Pedestrian,The Invention of Lying
79,Desiree April Connolly,Flirtatious Woman,The Invention of Lying
80,Jeffrey Corazzini,News Photographer,The Invention of Lying
81,Diane Curran,Apartment Crowd,The Invention of Lying
82,Frank Durant,Speech Attendee,The Invention of Lying
83,Susan Farese,Nurse #3,The Invention of Lying
84,John Franchi,Casino Gambler,The Invention of Lying
85,Diane Halling,Wedding Guest,The Invention of Lying
86,John David Hartfield,Husband,The Invention of Lying
87,Patrick Mel Hayes,Film Editor,The Invention of Lying
88,Arissa Hill,Extra,The Invention of Lying
89,Haytham Kandil,Driver,The Invention of Lying
90,Lynn L'Heureux,Pedestrian,The Invention of Lying
91,Dan Marshall,Reporter,The Invention of Lying
92,Brian O'Hara,Photographer,The Invention of Lying
93,Greg Paul,Casino Guest,The Invention of Lying
94,Robert Sabino,Movie Patron,The Invention of Lying
95,Sabe Schoeneg,Croupier,The Invention of Lying
96,Vyvian B. Stevens,Bank Customer,The Invention of Lying
97,Tony Taylor,News Cameraman,The Invention of Lying
98,Marc Vos,Church Congregation Member,The Invention of Lying
0,Morgan Freeman,Nelson Mandela,Invictus
1,Matt Damon,Francois Pienaar,Invictus
2,Tony Kgoroge,Jason Tshabalala,Invictus
3,Patrick Mofokeng,Linga Moonsamy,Invictus
4,Matt Stern,Hendrick Booyens,Invictus
5,Julian Lewis Jones,Etienne Feyder,Invictus
6,Adjoa Andoh,Brenda Mazibuko,Invictus
7,Marguerite Wheatley,Nerine,Invictus
8,Leleti Khumalo,Mary,Invictus
9,Patrick Lyster,Mr. Pienaar,Invictus
10,Penny Downie,Mrs. Pienaar,Invictus
11,Sibongile Nojila,Eunice,Invictus
12,Bonnie Henna,Zindzi,Invictus
13,Shakes Myeko,Minister of Sport,Invictus
14,Louis Minnaar,Springbok Coach,Invictus
15,Danny Keogh,Rugby President,Invictus
16,Dan Robbertse,Boer,Invictus
17,Robin Smith,Johan De Villiers,Invictus
18,David Dukas,Captain of 747,Invictus
19,Grant Swanby,Co-Captain of 747,Invictus
20,Josias Moleele,Face Painter,Invictus
21,Langley Kirkwood,Presidential Guard,Invictus
22,Robert Hobbs,Presidential Guard,Invictus
23,Melusi Yeni,Presidential Guard,Invictus
24,Vuyo Dabula,Presidential Guard,Invictus
25,Daniel Hadebe,Presidential Guard,Invictus
26,Jodi Botha,High School Boy,Invictus
27,Hennie Bosman,High School Coach,Invictus
28,Refiloe Mpakanyane,Jessie,Invictus
29,Jakkie Groenewald,Johannesburg Cop,Invictus
30,Murray Todd,Johannesburg Cop,Invictus
31,Japan Mthembu,Local Cop,Invictus
32,Albert Maritz,Springbok Manager,Invictus
33,Sello Motloung,Mandela's Doctor,Invictus
34,Meren Reddy,Minister of the Environment,Invictus
35,Lida Botha,Mrs. Brits,Invictus
36,Susan Danford,Mrs. Cole,Invictus
37,Sylvia Mngxekeza,Mrs. Dlamini,Invictus
38,James Lithgow,New Zealand PM,Invictus
39,Malusi Skenjana,NSC Firebrand,Invictus
40,Bart Fouche,Prison Guard,Invictus
41,Johnny Cicco,Staff Member,Invictus
42,Wayne Harrison,Staff Member,Invictus
43,Ashley Taylor,Team Crew,Invictus
44,Gift Leotlela,Team Crew,Invictus
45,Kgosi Mongake,Sipho,Invictus
46,Given Stuurman,Township Kid,Invictus
47,Vuyolwethu Stevens,Township Kid,Invictus
48,Ayabulela Stevens,Township Kid,Invictus
49,Nambitha Mpumlwana,Trophy Wife,Invictus
50,Andre Jacobs,T.V. Announcer,Invictus
51,J.R. Redelinghuys,Helicopter Pilot,Invictus
52,Mark Rickard,Announcer,Invictus
53,Grant Roberts,South African Springbok,Invictus
54,Scott Eastwood,South African Springbok,Invictus
55,Mark Bown-Davies,South African Springbok,Invictus
56,Dale Stephen Dunn,South African Springbok,Invictus
57,Graham Lindemann,South African Springbok,Invictus
58,Louis Ackerman,South African Springbok,Invictus
59,Andries Le Grange,South African Springbok,Invictus
60,Thomas Boyd,South African Springbok,Invictus
61,Clive Richard Samuel,South African Springbok,Invictus
62,Richard Abrahamse,South African Springbok,Invictus
63,Sean Pypers,South African Springbok,Invictus
64,Herman Botha,South African Springbok,Invictus
65,Riaan Wolmarans,South African Springbok,Invictus
66,Louis Pieterse,South African Springbok,Invictus
67,Ryan Scott,South African Springbok,Invictus
68,Daniel Deon Wessels,South African Springbok,Invictus
69,Vaughn Thompson,South African Springbok,Invictus
70,Charl Engelbrecht,South African Springbok,Invictus
71,Rolf E. Fitschen,South African Springbok,Invictus
72,Richard Morris,South African Springbok,Invictus
73,Ryan Olivier,South African Springbok,Invictus
74,Warren Edwards,South African Springbok,Invictus
75,Andrew Nel,South African Springbok,Invictus
76,Rudi Zandberg,South African Springbok,Invictus
77,Renzo Puccini,South African Springbok,Invictus
78,Abraham Vlok,South African Springbok,Invictus
79,Geoff Brown,South African Springbok,Invictus
80,Geoff Brown,Australian Wallaby,Invictus
81,McNeil Hendricks,Chester Williams - South African Springbok,Invictus
82,John Paul Chapman,New Zealand All Blacks,Invictus
83,Sililo Victor Martens,New Zealand All Blacks,Invictus
84,Epeli Taione,New Zealand All Blacks,Invictus
85,Aukusitino Junior Poluleuligaga,New Zealand All Blacks,Invictus
86,Patrick Bell,New Zealand All Blacks,Invictus
87,Anton Coosner,New Zealand All Blacks,Invictus
88,Simon Peter Blakeley,New Zealand All Blacks,Invictus
89,Salman Safodien Davids,New Zealand All Blacks,Invictus
90,Salman Safodien Davids,Western Samoa,Invictus
91,Warrick Ireland,New Zealand All Blacks,Invictus
92,Warren Taylor,New Zealand All Blacks,Invictus
93,Karl Bergemann,New Zealand All Blacks,Invictus
94,Jean-Pierre Van Zyl,New Zealand All Blacks,Invictus
95,Mohammed Ridhaa Oamon,New Zealand All Blacks,Invictus
96,Mark Snodgrass,New Zealand All Blacks,Invictus
97,Theodore Groyers,New Zealand All Blacks,Invictus
98,Gordon Johnston,New Zealand All Blacks,Invictus
99,Conrad Marais,New Zealand All Blacks,Invictus
100,Pieter Engelbrecht,New Zealand All Blacks,Invictus
101,Bjorn Steinbach,New Zealand All Blacks,Invictus
102,Clinton Prinsloo,New Zealand All Blacks,Invictus
103,Yusuf Abrahams,New Zealand All Blacks,Invictus
104,Jody Burch,New Zealand All Blacks,Invictus
105,Wynand Collins,New Zealand All Blacks,Invictus
106,Abu Bakr Davids,New Zealand All Blacks,Invictus
107,Emile Olivier,New Zealand All Blacks,Invictus
108,Zak Feaunati,Jonah Lomu - New Zealand All Blacks,Invictus
109,Anthony Burns,England Rose,Invictus
110,Marius Erwee,England Rose,Invictus
111,Mfundo Galada,England Rose,Invictus
112,Michael van Schalkwyk,England Rose,Invictus
113,Dan Visser,England Rose,Invictus
114,Jethro Mickleburgh,England Rose,Invictus
115,Ryan Williams,England Rose,Invictus
116,Gareth Rowe,England Rose,Invictus
117,Stuart Calder,England Rose,Invictus
118,Jonathan Van der Walt,England Rose,Invictus
119,Shane Vallender,England Rose,Invictus
120,Abbas Hendricks,England Rose,Invictus
121,Karlo Aspeling,England Rose,Invictus
122,Calvin Kotze,England Rose,Invictus
123,Sivuyile Ngesi,England Rose,Invictus
124,Joe Probyn,England Rose,Invictus
125,Eugene Butterworth,England Rose,Invictus
126,Mzikayise Rala,England Rose,Invictus
127,Brendon Shields,France,Invictus
128,Reagan Anderson,France,Invictus
129,Willem Mouton,France,Invictus
130,Devan Gericke,France,Invictus
131,Richard Williams,France,Invictus
132,Ashley Down,France,Invictus
133,Clint Van Rensburg,France,Invictus
134,Patrick Holman,France,Invictus
135,Sarel du Plessis,France,Invictus
136,Len Berter,France,Invictus
137,Shawn du Plooy,France,Invictus
138,Joel Serman,France,Invictus
139,Enrico Blaauw,France,Invictus
140,Warren Butler,France,Invictus
141,Jamie Holtzhausen,France,Invictus
142,Shaun Harding,France,Invictus
143,Callan Artus,France,Invictus
144,Juan Coetzer,France,Invictus
145,Jake Levin,France,Invictus
146,Keith Daly,France,Invictus
147,Shaffiq Nordien,France,Invictus
148,Richard Smith,France,Invictus
149,Richard Smith,Australian Wallaby,Invictus
150,Edward O'Sullivan,Australian Wallaby,Invictus
151,Jaco Pieterse,Australian Wallaby,Invictus
152,Michael Ledwidge,Australian Wallaby,Invictus
153,Hendrix Franken,Australian Wallaby,Invictus
154,William Festers,Australian Wallaby,Invictus
155,Henry Temple,Australian Wallaby,Invictus
156,Dane Gallery,Australian Wallaby,Invictus
157,David John Fourie,Australian Wallaby,Invictus
158,Jadeon du Tait,Australian Wallaby,Invictus
159,Riaan Van der Vyver,Australian Wallaby,Invictus
160,Gerhard Gerber,Australian Wallaby,Invictus
161,Ross Peacock,Australian Wallaby,Invictus
162,Troy Futter,Australian Wallaby,Invictus
163,Michael La Grange,Australian Wallaby,Invictus
164,Morne Vletter,Australian Wallaby,Invictus
165,Andrew Rose,Australian Wallaby,Invictus
166,Brandon Hendricks,Western Samoa,Invictus
167,Bradley Contereal,Western Samoa,Invictus
168,Zuhair Achmat,Western Samoa,Invictus
169,Pedro Noronha,Western Samoa,Invictus
170,Tahir Achmat,Western Samoa,Invictus
171,Faseegh Mallick,Western Samoa,Invictus
172,Mario Jacobs,Western Samoa,Invictus
173,Kurt Kuhn,Western Samoa,Invictus
174,Mark Katzen,Western Samoa,Invictus
175,Adenaan Bazier,Western Samoa,Invictus
176,Brendell Brandt,Western Samoa,Invictus
177,Stewart Palmer,Western Samoa,Invictus
178,Ryan Roman,Western Samoa,Invictus
179,Hyron Thyse,Western Samoa,Invictus
180,Abu-Bakr Hendricks,Western Samoa,Invictus
181,Gerard Pedersen,Western Samoa,Invictus
182,Nezaan Bewee,Western Samoa,Invictus
183,Niklaas Soutman,Western Samoa,Invictus
184,Don Eiman,Western Samoa,Invictus
185,Taariq Davids,Western Samoa,Invictus
186,Claire Commins,Extra,Invictus
187,Mike Falkow,Stadium Announcer,Invictus
188,Sean Cameron Michael,Springbok Equipment Manager,Invictus
189,Matthew Dylan Roberts,Cabinet Minister,Invictus
190,Stelio Savante,Radio Rugby Announcer,Invictus
191,Patrick John Walton,Springbok Trainer,Invictus
0,Meryl Streep,Margaret Thatcher,The Iron Lady
1,Jim Broadbent,Denis Thatcher,The Iron Lady
2,Susan Brown,June - Housekeeper,The Iron Lady
3,Alice da Cunha,Cleaner,The Iron Lady
4,Phoebe Waller-Bridge,Susie - Margaret's Secretary,The Iron Lady
5,Iain Glen,Alfred Roberts,The Iron Lady
6,Alexandra Roach,Young Margaret Thatcher,The Iron Lady
7,Victoria Bewick,Muriel Roberts,The Iron Lady
8,Emma Dewhurst,Beatrice Roberts,The Iron Lady
9,Olivia Colman,Carol Thatcher,The Iron Lady
10,Harry Lloyd,Young Denis Thatcher,The Iron Lady
11,Sylvestra Le Touzel,Hostess 1949,The Iron Lady
12,Michael Culkin,Host 1949,The Iron Lady
13,Stephanie Jacob,Female Guest 1949,The Iron Lady
14,Robert Portal,Grey Suited Guest - 1949,The Iron Lady
15,Richard Dixon,Male Guest - 1949,The Iron Lady
16,Amanda Root,Amanda,The Iron Lady
17,Clifford Rose,James R,The Iron Lady
18,Michael Cochrane,William,The Iron Lady
19,Jeremy Clyde,James T,The Iron Lady
20,Michael Simkins,Peter,The Iron Lady
21,Eloise Webb,Young Carol,The Iron Lady
22,Alexander Beardsley,Young Mark,The Iron Lady
23,Nicholas Farrell,Airey Neave,The Iron Lady
24,John Sessions,Edward Heath,The Iron Lady
25,Anthony Head,Geoffrey Howe,The Iron Lady
26,Richard Syms,House of Commons Speaker,The Iron Lady
27,David Westhead,Labour Shadow Minister,The Iron Lady
28,Julian Wadham,Francis Pym,The Iron Lady
29,Richard E. Grant,Michael Heseltine,The Iron Lady
30,Angus Wright,John Nott,The Iron Lady
31,Roger Allam,Gordon Reece,The Iron Lady
32,Michael Pennington,Michael Foot - Leader of the Opposition,The Iron Lady
33,John Harding,Cabinet Ministers,The Iron Lady
34,Simon Chandler,Cabinet Ministers,The Iron Lady
35,Stephen Boxer,Cabinet Minister,The Iron Lady
36,Jasper Jacob,Cabinet Minister,The Iron Lady
37,Rupert Vansittart,Cabinet Ministers,The Iron Lady
38,Robin Kermode,John Major - Cabinet Minister,The Iron Lady
39,Andrew Havill,Cabinet Minister,The Iron Lady
40,Michael Elwyn,Cabinet Ministers,The Iron Lady
41,Peter Pacey,Cabinet Minister,The Iron Lady
42,Jeremy Child,Cabinet Ministers,The Iron Lady
43,James Smith,Cabinet Minister,The Iron Lady
44,Hugh Ross,Cabinet Minister,The Iron Lady
45,Chris Campbell,Cabinet Ministers,The Iron Lady
46,Paul Bentley,Douglas Hurd - Cabinet Minister,The Iron Lady
47,Martin Wimbush,Cabinet Ministers,The Iron Lady
48,Simon Slater,Cabinet Ministers,The Iron Lady
49,David Cann,TV Interviewer,The Iron Lady
50,Christopher Luscombe,Voice Coach,The Iron Lady
51,Angela Curran,Crawfie,The Iron Lady
52,Michael Maloney,Doctor,The Iron Lady
53,Pip Torrens,Ian Gilmour,The Iron Lady
54,Nick Dunning,Jim Prior,The Iron Lady
55,David Rintoul,Admiral Fieldhouse,The Iron Lady
56,Nicholas Jones,Admiral Henry Leach,The Iron Lady
57,Richard Goulding,Naval Attaché,The Iron Lady
58,Matthew Marsh,Alexander Haig,The Iron Lady
59,Willie Jonah,Kenneth Kaunda,The Iron Lady
60,Peter Agnelli,Back Bench MP,The Iron Lady
61,Peter Bartfay,Protester,The Iron Lady
62,Greg Bennett,Member of Parliament,The Iron Lady
63,Michael Brunson,Himself - ITN News Political Editor,The Iron Lady
64,Roddy Button,Member of Parliament,The Iron Lady
65,Robert Clayton,Protester,The Iron Lady
66,Ellis Crewe-Candy,Passerby,The Iron Lady
67,Ellis Crewe-Candy,Street Protester,The Iron Lady
68,Gioacchino Jim Cuffaro,Foreign Leader,The Iron Lady
69,Andy Evason,Bodyguard,The Iron Lady
70,Mikhail Gorbachev,Himself,The Iron Lady
71,Marina Hayter,Conservative Worker,The Iron Lady
72,Lee Jerrum,Policeman,The Iron Lady
73,John Samuel Kande,Builder,The Iron Lady
74,Teresa Mahoney,Crying Lady,The Iron Lady
75,Trevor McDonald,Himself - ITN News Anchor,The Iron Lady
76,Campbell Muirhead,Tory MP,The Iron Lady
77,Steve Munroe,Labour MP,The Iron Lady
78,Bob Nunn,Head of State,The Iron Lady
79,Martin Poole,Labour Front Bencher,The Iron Lady
80,Ronald Reagan,Himself,The Iron Lady
81,Mary Robinson,Downing Street Staff,The Iron Lady
82,Steve Saunders,Journalist,The Iron Lady
83,Nick Shaw,Head of State,The Iron Lady
84,Tina Simmons,Anne Heseltine,The Iron Lady
0,Leonardo DiCaprio,Teddy Daniels,Shutter Island
1,Mark Ruffalo,Chuck Aule,Shutter Island
2,Ben Kingsley,Dr. Cawley,Shutter Island
3,Max von Sydow,Dr. Naehring,Shutter Island
4,Michelle Williams,Dolores,Shutter Island
5,Emily Mortimer,Rachel 1,Shutter Island
6,Patricia Clarkson,Rachel 2,Shutter Island
7,Jackie Earle Haley,George Noyce,Shutter Island
8,Ted Levine,Warden,Shutter Island
9,John Carroll Lynch,Deputy Warden McPherson,Shutter Island
10,Elias Koteas,Laeddis,Shutter Island
11,Robin Bartlett,Bridget Kearns,Shutter Island
12,Christopher Denham,Peter Breene,Shutter Island
13,Nellie Sciutto,Nurse Marino,Shutter Island
14,Joseph Sikora,Glen Miga,Shutter Island
15,Curtiss Cook,Trey Washington,Shutter Island
16,Raymond Anthony Thomas,Orderly Ganton,Shutter Island
17,Joseph McKenna,Inmate Billings,Shutter Island
18,Ruby Jerins,Little Girl,Shutter Island
19,Tom Kemp,Ward C Guard,Shutter Island
20,Bates Wilder,Ward C Guard,Shutter Island
21,Lars Gerhard,Dying Commandant,Shutter Island
22,Matthew Cowles,Ferry Captain,Shutter Island
23,Jill Larson,Manacled Woman,Shutter Island
24,Ziad Akl,Tattoo'd Man,Shutter Island
25,Dennis Lynch,Red-Haired Man,Shutter Island
26,John Porell,Wild-Eyed Man,Shutter Island
27,Aidan Cole Mitchell,Younger Boy,Shutter Island
28,Drew Beasley,Younger Boy,Shutter Island
29,Joseph P. Reidy,Operator,Shutter Island
30,Bree Elrod,Female Patient,Shutter Island
31,Thomas B. Duffy,Guard,Shutter Island
32,Ken Cheeseman,Doctor,Shutter Island
33,Steve Witting,Doctor,Shutter Island
34,Michael E. Chapman,Patient,Shutter Island
35,Keith Fluker,Orderly,Shutter Island
36,Darryl Wooten,Orderly,Shutter Island
37,Michael Byron,McPherson's Driver,Shutter Island
38,Gary Galone,Gate Guard,Shutter Island
39,Gabriel Hansen,Young Guard,Shutter Island
40,Stephen Adler,German Guard,Shutter Island
41,Cassity Atkins,Guard,Shutter Island
42,Brina,Patient,Shutter Island
43,Luke Burnyeat,Patient,Shutter Island
44,Todd Byron,Guard,Shutter Island
45,Danny Carney,Nazi SS Guard,Shutter Island
46,Jeffrey Corazzini,Boardroom Guard,Shutter Island
47,John Franchi,Criminally Insane Inmate,Shutter Island
48,Robert Grant,Orderly,Shutter Island
49,Rob W. Gray,Doctor,Shutter Island
50,Guy A. Grundy,Head Security Guard,Shutter Island
51,Cody Harter,U.S. GI,Shutter Island
52,Cody Harter,Shooter,Shutter Island
53,Mackenzie Hawe,Child in Street,Shutter Island
54,Chris Henderson,Concentration Camp Prisoner,Shutter Island
55,Mark Hetherington,Nude Inmate #5,Shutter Island
56,Alexander L. Hoffman,Concentration Camp Prisoner,Shutter Island
57,Mary Koomjian,Psychiatric Patient,Shutter Island
58,Sean Landergan,German Soldier,Shutter Island
59,Daniel Lowney,Ward C Guard,Shutter Island
60,Charles Luise,US Soldier,Shutter Island
61,Stephen Marchessault,German Soldier,Shutter Island
62,Evalena Marie,Dachau Prisoner,Shutter Island
63,Dan Marshall,U.S. G.I. at Dachau Liberation,Shutter Island
64,Dan Marshall,German S.S. Officer Killed,Shutter Island
65,Robert Masiello,Doctor,Shutter Island
66,Alex Milne,Child Playing Stickball,Shutter Island
67,Americo Presciutti,Security Guard,Shutter Island
68,Donna Glee Reim,Nurse,Shutter Island
69,Eric Rollins,Orderly Chopping Wood,Shutter Island
70,Skip Shea,Male Patient,Shutter Island
71,Billy Silvia,Prison Guard,Shutter Island
72,Claudio Lee Smith,Patient,Shutter Island
73,Jon Robert Stafford,Nazi,Shutter Island
74,Franz Strassmann,Lt. Heinrich Wicker,Shutter Island
75,Andrew C. Wiley,German Soldier,Shutter Island
76,Harrison Young,Psychiatric Patient,Shutter Island
0,Clark Gable,Peter,It Happened One Night
1,Claudette Colbert,Ellie,It Happened One Night
2,Walter Connolly,Andrews,It Happened One Night
3,Roscoe Karns,Shapeley,It Happened One Night
4,Jameson Thomas,Westley,It Happened One Night
5,Alan Hale,Danker,It Happened One Night
6,Arthur Hoyt,Zeke,It Happened One Night
7,Blanche Friderici,Zeke's Wife,It Happened One Night
